,id,overview,original_title,release_date,popularity,vote_average,vote_count
5985,723072,"Six friends hire a medium to hold a séance via Zoom during lockdown — but they get far more than they bargained for as things quickly go wrong. When an evil spirit starts invading their homes, they begin to realize they might not survive the night.",Host,2020-12-04,38.702,6.5,741
5986,425591,"When a depressed woman is burglarized, she finds a new sense of purpose by tracking down the thieves alongside her obnoxious neighbor. But they soon find themselves dangerously out of their depth against a pack of degenerate criminals.",I Don't Feel at Home in This World Anymore,2017-01-19,10.287,6.5,1172
5987,287590,"Warriors called ""Saints"" are the champions of hope who have always appeared since the Age of Myth whenever evil threatens the world. In this present day story, many years since the long fought ""Holy War"" we find Saori Kido, a girl troubled by her mysterious powers. She is saved by a boy, Seiya ""Bronze Saint"" from a sudden attack by an assassin, through the accident Saori realizes her destiny and mission and decides to go to ""Sanctuary"" with Seiya and his company of Bronze Saints. In Sanctuary they confront ""Pope"" and wage a desperate battle against the greatest Saints, the ""Gold Saints"".",聖闘士星矢 LEGEND of SANCTUARY,2014-06-21,62.164,6.5,615
5988,125521,"Lina Inverse and Naga the White Serpent are back! What begins as a routine bandit-stomping turns into the adventure of a lifetime involving magical golems, an ancient Elven weapon and even someone bent on destroying the world. It's a predicament only Lina and Naga could get themselves in to.",スレイヤーズ RETURN,1996-08-03,7.218,6.5,1764
5989,7211,"Advice columnist, Dan Burns is an expert on relationships, but somehow struggles to succeed as a brother, a son and a single parent to three precocious daughters. Things get even more complicated when Dan finds out that the woman he falls in love with is actually his brother's new girlfriend.",Dan in Real Life,2007-10-26,14.97,6.5,1061
5990,588,"Rose, a desperate mother takes her adopted daughter, Sharon, to the town of Silent Hill in an attempt to cure her of her ailment. After a violent car crash, Sharon disappears and Rose begins a desperate search to get her back. She descends into the center of the twisted reality of a town's terrible secret. Pursued by grotesquely deformed creatures and townspeople stuck in permanent purgatory, Rose begins to uncover the truth behind the apocalyptic disaster that burned the town 30 years earlier.",Silent Hill,2006-04-21,33.686,6.5,3802
5991,44129,"Bobby Walker lives the proverbial American dream: great job, beautiful family, shiny Porsche in the garage. When corporate downsizing leaves him and two co-workers jobless, the three men are forced to re-define their lives as men, husbands and fathers.",The Company Men,2010-10-21,9.608,6.5,628
5992,16538,"Peter Klaven is a successful real estate agent who, upon getting engaged to the woman of his dreams, Zooey, discovers, to his dismay and chagrin, that he has no male friend close enough to serve as his Best Man. Peter immediately sets out to rectify the situation, embarking on a series of bizarre and awkward ""man-dates.""","I Love You, Man",2009-03-20,14.811,6.5,1508
5993,11681,"Two missionaries (Bud Spencer and Terence Hill) come into conflict with the authorities when they turn their missionary into a parrot farm. The Bishop of Maracaibo calls them his 'black sheep' and the Monsignore has been called to check on their behavior. Like usual, our heroes help the poor to defend themselves and provoke some funny fist fights in the process. (from Wikipedia)",Porgi l'altra guancia,1974-12-21,11.31,6.5,227
5994,10493,"An Australian couple take a sailing trip in the Pacific to forget about a terrible accident. While on the open sea, they come across a ship with one survivor who is not at all what he seems.",Dead Calm,1989-04-07,22.247,6.5,635
5995,948276,"Having cleared his name, genius mechanic Lino has only one goal in mind: getting revenge on the corrupt cops who killed his brother and his mentor.",Balle perdue 2,2022-11-10,55.522,6.5,294
5996,161143,"Your favorite Madagascar pals are back in an all-new adventure! Alex's favorite holiday, Valentine's Day, brings hilarious surprises and excitement for the entire gang. Melman plans a big surprise for Gloria, Marty tries to impress a new friend and everyone wants to get their hands on King Julien's love potion. You'll fall in LOVE with Madly Madagascar!",Madly Madagascar,2013-01-29,23.438,6.6,207
5997,83201,"Puss in Boots is on a mission to recover the Princess' stolen ruby from the notorious French thief, Whisperer. Reluctantly accompanied by three little kittens, Three Diablos, Puss must tame them before they endanger the mission.",Puss in Boots: The Three Diablos,2012-02-07,41.517,6.5,418
5998,46528,A warrior-assassin is forced to hide in a small town in the American Badlands after refusing a mission.,The Warrior's Way,2010-12-01,21.089,6.5,554
5999,17898,"The small city of Tarker's Mill is startled by a series of sadistic murders. The population fears that this is the work of a maniac. During a search a mysterious, hairy creature is observed. This strange appearance is noticed once a month. People lock themselves up at night, but there's one boy who's still outside, he's preparing the barbecue.",Silver Bullet,1985-10-10,24.14,6.5,498
6000,15363,"Kenya McQueen, a corporate lawyer, finds love in the most unexpected place when she agrees to go on a blind date with Brian Kelly, a sexy and free-spirited landscaper.",Something New,2006-01-29,9.841,6.5,205
6001,522681,"Six strangers find themselves in circumstances beyond their control, and must use their wits to survive.",Escape Room,2019-01-03,29.389,6.5,4220
6002,339927,"Comedian Kevin Hart performs in front of a crowd of 50,000 people at Philadelphia's outdoor venue, Lincoln Financial Field.",Kevin Hart: What Now?,2016-10-14,8.243,6.5,225
6003,11338,"Ed Okin used to have a boring life. He used to have trouble getting to sleep. Then one night, he met Diana. Now, Ed's having trouble staying alive.",Into the Night,1985-02-22,13.445,6.5,236
6004,6538,"The true story of Texas congressman Charlie Wilson's covert dealings in Afghanistan, where his efforts to assist rebels in their war with the Soviets had some unforeseen and long-reaching effects.",Charlie Wilson's War,2007-12-19,12.776,6.5,1295
6005,301365,"When aspiring model Jesse moves to Los Angeles, her youth and vitality are devoured by a group of beauty-obsessed women who will take any means necessary to get what she has.",The Neon Demon,2016-06-08,16.797,6.5,3475
6006,186929,"An enigmatic vagrant cons himself into the home life of an arrogant upper-class family, turning their lives into a psychological nightmare in the process.",Borgman,2013-05-13,7.985,6.5,284
6007,87499,An operative for an elite private intelligence firm finds her priorities irrevocably changed after she is tasked with infiltrating an anarchist group known for executing covert attacks upon major corporations.,The East,2013-05-31,11.108,6.5,685
6008,11198,"A self-indulgent private investigator winds up on a cruise ship full of rich patrons, gorgeous women, murderous terrorists, and scarce food.",城市獵人,1993-01-01,28.077,6.5,326
6009,10800,"Dragon Hunters is a fantastic tale telling the adventures of two dragon hunters: the world has become a vast conglomerate of islands of varying size and shape. This babbling universe is mainly peopled with ruthless rogues, surly peasants and illiterate, petty lords Their main concerns revolve around two fundamental rules : Eat and don't get eaten.",Chasseurs de dragons,2008-03-19,14.671,6.5,405
6010,9255,"Topper Harley is found to be working as an odd-job-man in a monastery. The CIA want him to lead a rescue mission into Iraq, to rescue the last rescue team, who went in to rescue the last rescue team—who went in to rescue hostages left behind after Desert Storm.",Hot Shots! Part Deux,1993-05-21,24.787,6.5,1642
6011,8643,"When a younger girl called Emily Rose dies, everyone puts blame on the exorcism which was performed on her by Father Moore prior to her death. The priest is arrested on suspicion of murder. The trial begins with lawyer Erin Bruner representing Moore, but it is not going to be easy, as no one wants to believe what Father Moore says is true.",The Exorcism of Emily Rose,2005-09-09,37.8,6.5,2491
6012,2360,"Unexpectedly widowed, prim and proper housewife Grace Trevethyn finds herself in dire financial straits when she inherits massive debts her late husband had been accruing for years. Faced with losing her house, she decides to use her talent for horticulture and hatches a plan to grow potent marijuana which can be sold at an astronomical price, thus solving her financial crisis.",Saving Grace,2000-01-24,9.726,6.5,377
6013,1865,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",Pirates of the Caribbean: On Stranger Tides,2011-05-15,110.424,6.5,12946
6014,420634,"On Halloween night, a young woman finds herself as the obsession of a sadistic murderer known as Art the Clown.",Terrifier,2016-10-15,79.819,6.5,1615
6015,375366,"In the future, a strange fungus has changed nearly everyone into a thoughtless, flesh-eating monster. When a scientist and a teacher find a girl who seems to be immune to the fungus, they all begin a journey to save humanity.",The Girl with All the Gifts,2016-09-23,18.239,6.5,1800
6016,12775,"A band of medieval mercenaries take revenge on a noble lord who decides not to pay them by kidnapping the betrothed of the noble's son. As the plague and warfare cut a swathe of destruction throughout the land, the mercenaries hole up in a castle and await their fate.",Flesh + Blood,1985-08-30,12.991,6.5,313
6017,12185,"Joe Pendleton is a quarterback preparing to lead his team to the superbowl when he is almost killed in an accident. An overanxious angel plucks him to heaven only to discover that he wasn't ready to die, and that his body has been cremated. A new body must be found, and that of a recently-murdered millionaire is chosen. His wife and accountant—the murderers—are confused by this development, as he buys the L.A. Rams in order to once again quarterback them into the Superbowl.",Heaven Can Wait,1978-06-28,7.436,6.5,341
6018,8765,"Jimi, a computer game designer, finds that his latest product has been infected by a virus which has given consciousness to the main character of the game, Solo. Tormented by the memory of his fled girlfriend Lisa and begged by Solo to end its useless ""life"", Jimi begins a search for people who can help him both to discover what happened to Lisa and to delete his game before it is released.",Nirvana,1997-01-24,10.278,6.5,246
6019,469274,"Nicky Larson is tasked to recover the perfume of Cupid, a perfume that would make anyone who uses it irresistible.",Nicky Larson et le parfum de Cupidon,2019-02-06,14.789,6.5,715
6020,39145,"Goku and Kuririn are given an assignment by Kame-Sen'nin: ""Retrieve the sleeping princess from Lucifer and I will take you as my students."" But the mission proves to be more perilous than originally thought.",ドラゴンボール 魔神城のねむり姫,1987-07-18,46.849,6.5,218
6021,14249,"Michael ‘Jay’ Cochran has just left the Navy after 12 years and he's not quite sure what he's going to do, except that he knows he wants a holiday. He decides to visit Tiburon Mendez, a powerful but shady Mexican businessman who he once flew to Alaska for a hunting trip. Arriving at the Mendez mansion in Mexico, he is immediately surprised by the beauty and youth of Mendez’s wife, Miryea.",Revenge,1990-02-16,22.694,6.5,385
6022,14024,"A coming-of-age story centered around a small-town singer brokenhearted by the death of her brother in a car crash, who had secretly submitted her for a summer session at a performing arts academy in Los Angeles. In the academy, she experiences a whole new way of life in the big city, far from the small town lifestyle she's used to.",Raise Your Voice,2004-08-10,14.89,6.5,780
6023,11814,"Two unpopular teenagers, Gary and Wyatt, fail at all attempts to be accepted by their peers. Their desperation to be liked leads them to ""create"" a woman via their computer. Their living and breathing creation is a gorgeous woman, Lisa, whose purpose is to boost their confidence level by putting them into situations which require Gary and Wyatt to act like men.",Weird Science,1985-08-01,27.671,6.5,1221
6024,4729,"The Saint-Tropez police launch a major offensive against dangerous drivers. Marechal Cruchot (Louis de Funès) relishes the assignment, which he pursues with a manic zeal. Cruchot is after an offending driver, who turns out to be Josépha (Claude Gensac), the widow of a highly regarded police colonel. When they meet, Cruchot falls instantly in love....",Le Gendarme se marie,1968-10-30,12.98,6.5,498
6025,274857,"When the child Arthur’s father is murdered, Vortigern, Arthur’s uncle, seizes the crown. Robbed of his birthright and with no idea who he truly is, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword Excalibur from the stone, his life is turned upside down and he is forced to acknowledge his true legacy... whether he likes it or not.",King Arthur: Legend of the Sword,2017-05-10,47.838,6.5,5265
6026,205022,"Rahul embarks on a journey to a small town in Tamil Nadu to fulfill the last wish of his grandfather: to have his ashes immersed in the Holy water of Rameshwaram. En route, he meets a woman hailing from a unique family down South. As they find love through this journey in the exuberant lands of South India, an unanticipated drive awaits them.",Chennai Express,2013-08-08,11.111,6.5,284
6027,38843,"Ramona is a little girl with a very big imagination and a nose for mischief. Her playful antics keep everyone in her loving family on their toes, including her older sister Beezus, who's just trying to survive her first year of high school. Through all the ups and downs of childhood, Ramona and Beezus learn that anything's possible when you believe in yourself and rely on each other.",Ramona and Beezus,2010-07-23,21.446,6.5,719
6028,12797,"Bertram Pincus, a cranky, people-hating Manhattan dentist, develops the unwelcome ability to see dead people. Really annoying dead people. Even worse, they all want something from him, particularly Frank Herlihy, a smooth-talking ghost, who pesters him into a romantic scheme involving his widow Gwen. They are soon entangled in a hilarious predicament between the now and the hereafter!",Ghost Town,2008-09-19,11.281,6.5,860
6029,11348,"Haunted by memories of a patient's death, a nurse  takes a job at an antiquated hospital for children. Soon she learns that the kids fear a ghost that prowls the floors and will not allow anyone to leave. Amy tries to protect them and convince the other staffers of the evil that lurks there.",Fragile,2005-10-14,10.618,6.5,510
6030,8338,"When a sudden plague of blindness devastates a city, a small group of the afflicted band together to triumphantly overcome the horrific conditions of their imposed quarantine.",Blindness,2008-05-14,19.793,6.5,1149
6031,581600,"Spenser, a former Boston patrolman who just got out from prison, teams up with Hawk, an aspiring fighter, to unravel the truth behind the death of two police officers.",Spenser Confidential,2020-03-06,26.282,6.5,2065
6032,544404,"Claire, a romantically spurned 50-year-old divorced teacher, creates a fake Facebook profile of a 24-year-old woman to spy on her on-and-off lover.",Celle que vous croyez,2019-02-27,10.019,6.5,285
6033,401981,"Prima ballerina Dominika Egorova faces a bleak and uncertain future after she suffers an injury that ends her career. She soon turns to Sparrow School, a secret intelligence service that trains exceptional young people to use their minds and bodies as weapons. Dominika emerges as the most dangerous Sparrow after completing the sadistic training process. As she comes to terms with her new abilities, she meets a CIA agent who tries to convince her that he is the only person she can trust.",Red Sparrow,2018-02-28,30.365,6.5,5532
6034,1893,"Anakin Skywalker, a young slave strong with the Force, is discovered on Tatooine. Meanwhile, the evil Sith have returned, enacting their plot for revenge against the Jedi.",Star Wars: Episode I - The Phantom Menace,1999-05-19,33.036,6.5,13345
6035,575446,"In the near future, a popular uprising in Mexico City interrupts a wedding held at the home of a wealthy family. After the riots have been quashed, they discover the bride has gone missing and plea with the military to help locate her.",Nuevo orden,2020-10-22,12.93,6.5,288
6036,206647,"A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",Spectre,2015-10-26,34.68,6.5,9776
6037,80389,A career criminal nabbed by Mexican authorities is placed in a tough prison where he learns to survive with the help of a 9-year-old boy.,Get the Gringo,2012-03-15,25.121,6.5,1462
6038,7518,"A scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating – and learns a lesson about family himself.",Over the Hedge,2006-05-17,44.834,6.5,4051
6039,1016121,"Bad-boy Travis is exactly what college freshman Abby needs and wants to avoid. He spends his nights fighting in underground boxing matches, and his days as the ultimate college campus charmer. But Abby wants nothing to do with Travis. Intrigued by Abby’s resistance, Travis offers her a simple bet: if he loses his next fight, he must remain sex-free for a month. If he wins, Abby must live in his apartment for the same amount of time. Either way, Travis has no idea that Abby’s dark past is about to emerge, and he may have finally met his match.",Beautiful Disaster,2023-04-04,131.026,6.5,335
6040,691683,"This remake of the beloved classic follows the raucous exploits of a blended family of 12, the Bakers, as they navigate a hectic home life while simultaneously managing their family business.",Cheaper by the Dozen,2022-03-18,30.742,6.5,219
6041,16119,"When Lady Tremaine steals the Fairy Godmother's wand and changes history, it's up to Cinderella to restore the timeline and reclaim her prince.",Cinderella III: A Twist in Time,2007-02-06,47.214,6.5,1129
6042,13704,"Teenager Les Anderson thinks his life can't get any worse after he flunks his driver's exam, but he's wrong. Even though he didn't receive his license, Les refuses to break his date with the cool Mercedes Lane, and he decides to lift his family's prize luxury car for the occasion. Unfortunately, Mercedes sneaks some booze along and passes out drunk, and a confused Les makes the bad decision of enlisting his rebellious friend, Dean, to help.",License to Drive,1988-07-06,17.894,6.5,315
6043,12079,"Over the course of three days Ross, a college dropout addicted to crystal-meth, encounters a variety of oddball folks - including a stripper named Nikki and her boyfriend, the local meth producer, The Cook - but all he really wants to do is hook up with his old girlfriend, Amy.",Spun,2003-02-07,15.402,6.5,386
6044,623195,"When a San Francisco exec wins a New Zealand inn, she ditches city life to remodel and flip the rustic property with help from a handsome contractor.",Falling Inn Love,2019-08-29,12.899,6.5,1081
6045,180894,"Fight everyone and trust no one: it's the code of survival practiced by martial-arts master Casey Bowman after his life of domestic bliss is shattered by a savage act of violence. Vowing revenge, the fearless American stealthily tracks the killer from Osaka to Bangkok to Rangoon with the help of a wise and crafty sensei. His only clues: a series of victims whose necks bear the distinctive mark of strangulation by barbed wire. Fighting to avenge as well as to survive, Casey must sharpen his razor-like responses and take his battle skills to the next level, even using deep meditation to fake his own death. His target: the sinister drug lord Goro, who is flooding the streets with deadly meth cooked at his remote jungle factory. To prepare for his ultimate confrontation, Casey must finally become an invisible warrior worthy of the name Ninja. But just when his prey is cornered, an unexpected twist shows Casey that his battle is only beginning: he truly can trust no one.",Ninja: Shadow of a Tear,2013-12-27,19.397,6.5,314
6046,55721,"Annie's life is a mess. But when she finds out her lifetime best friend is engaged, she simply must serve as Lillian's maid of honor. Though lovelorn and broke, Annie bluffs her way through the expensive and bizarre rituals. With one chance to get it perfect, she’ll show Lillian and her bridesmaids just how far you’ll go for someone you love.",Bridesmaids,2011-05-13,26.232,6.5,4044
6047,38575,"Twelve-year-old Dre Parker could have been the most popular kid in Detroit, but his mother's latest career move has landed him in China. Dre immediately falls for his classmate Mei Ying but the cultural differences make such a friendship impossible. Even worse, Dre's feelings make him an enemy of the class bully, Cheng. With no friends in a strange land, Dre has nowhere to turn but maintenance man Mr. Han, who is a kung fu master. As Han teaches Dre that kung fu is not about punches and parries, but maturity and calm, Dre realizes that facing down the bullies will be the fight of his life.",The Karate Kid,2010-06-10,60.921,6.5,5461
6048,11400,A drama about explorer John Smith and the clash between Native Americans and English settlers in the 17th century.,The New World,2005-12-25,9.37,6.5,1023
6049,10970,"Aspiring filmmakers Mel Funn, Marty Eggs and Dom Bell go to a financially troubled studio with an idea for a silent movie. In an effort to make the movie more marketable, they attempt to recruit a number of big name stars to appear, while the studio's creditors attempt to thwart them.",Silent Movie,1976-06-17,8.33,6.5,255
6050,2978,"Five years after they defeated Gozer, the Ghostbusters are out of business. When Dana begins to have ghost problems again, the boys come out of retirement to aid her and hopefully save New York City from a new paranormal threat.",Ghostbusters II,1989-06-16,31.139,6.5,3851
6051,531438,"When her husband abruptly ends their marriage, empty nester Kate embarks on a solo second honeymoon in Africa, finding purpose and potential romance.",Holiday in the Wild,2019-11-06,8.785,6.5,490
6052,464889,"A ruthless Columbian drug lord has been using a cold-blooded assassin nicknamed The Devil to wipe out his competition. Sensing a threat to the US, the DEA hires a Marine sniper to kill The Devil, and capture the kingpin.",Sniper: Ultimate Kill,2017-10-03,35.749,6.5,270
6053,136400,A DEA agent and an undercover Naval Intelligence officer who have been tasked with investigating one another find they have been set up by the mob -- the very organization the two men believe they have been stealing money from.,2 Guns,2013-08-02,24.885,6.5,3767
6054,27324,"In the immense city of Tokyo, the darkness of the afterlife lurks some of its inhabitants who are desperately trying to escape the sadness and isolation of the modern world.",回路,2001-02-03,14.254,6.5,395
6055,10909,"A journalist duo go on a tour of serial killer murder sites with two companions, unaware that one of them is a serial killer himself.",Kalifornia,1993-06-24,13.785,6.5,662
6056,10656,"Fred, a raffish safe blower, takes refuge in the Paris Metro after being chased by the henchmen of a shady businessman from whom he has just stolen some documents. While hiding out in the back rooms and conduits of the Metro, Fred encounters a subterranean society of eccentric characters and petty criminals.",Subway,1985-04-10,11.677,6.5,378
6057,6950,"A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col. Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.",Outbreak,1995-03-10,29.845,6.5,2004
6058,330,"Four years after Jurassic Park's genetically bred dinosaurs ran amok, multimillionaire John Hammond shocks chaos theorist Ian Malcolm by revealing that he has been breeding more beasties at a secret location. Malcolm, his paleontologist ladylove and a wildlife videographer join an expedition to document the lethal lizards' natural behavior in this action-packed thriller.",The Lost World: Jurassic Park,1997-05-23,2.272,6.5,7600
6059,621876,"When Flora rescues a squirrel she names Ulysses, she is amazed to discover he possesses unique superhero powers, which take them on an adventure of humorous complications that ultimately change Flora's life--and her outlook--forever.",Flora & Ulysses,2021-02-19,19.456,6.5,219
6060,553604,"A bank robber tries to turn himself in because he's falling in love and wants to live an honest life...but when he realizes the Feds are more corrupt than him, he must fight back to clear his name.",Honest Thief,2020-09-03,32.344,6.5,1503
6061,401545,"Laura, a Spanish woman living in Buenos Aires, returns to her hometown outside Madrid with her Argentinian husband and children. However, the trip is upset by unexpected events that bring secrets into the open.",Todos lo saben,2018-05-09,13.731,6.5,869
6062,247182,"Two youths, Niño and Compi, enter the world of drug smuggling in the Strait of Gibraltar; while two police officers, Jesús and Eva, try to eradicate the contraband.",El Niño,2014-08-29,10.476,6.5,226
6063,60175,"The story centers around a graduating class of ""less-gifted"" students in a private Versailles high school. Only a miracle has brought the students this far along, and after a practical joke misfires and the whole school is dynamited, the students are in deep trouble. They have to present themselves in court for their punishment and it could not be worse: If they don't pass their high-school graduation exams, they go to prison!",Les sous-doués,1980-04-30,9.563,6.5,404
6064,53319,"Checco, an uneducated but self-satisfied fellow from Milan, who has always dreamed of becoming a police officer, fails his entrance exam for the third time. It must be said that at the oral examination Checco said that the reason why he wanted to join the police was benefits in kind and cronyism! But the young man has connections and he soon finds himself a security agent at the Milan Cathedral. Of course the bumbling idiot proves a living catastrophe! Spotted by Sufien, an Arab terrorist who is preparing an attack against the cathedral, Checco appears as the perfect sucker. To manipulate him, he sends his charming sister Farah to him, with the mission to seduce him...",Che bella giornata,2011-01-05,5.35,6.5,1421
6065,10502,"Justin McLeod is a former teacher who lives as a recluse on the edge of town after his face is disfigured from an automobile accident ten years earlier, in which a boy was incinerated—and for which he was convicted of involuntary manslaughter.",The Man Without a Face,1993-08-25,11.329,6.5,456
6066,398588,A straight-edged teacher finds trouble when an honors student is willing to do anything to get an A.,Dismissed,2017-10-08,6.302,6.5,251
6067,70981,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.",Prometheus,2012-05-30,50.391,6.5,11075
6068,8840,"In an ancient time when majestic fire-breathers soared through the skies, a knight named Bowen comes face to face and heart to heart with the last dragon on Earth, Draco. Taking up arms to suppress a tyrant king, Bowen soon realizes his task will be harder than he'd imagined: If he kills the king, Draco will die as well.",DragonHeart,1996-05-31,13.682,6.5,1793
6069,8413,"In 2047, a group of astronauts are sent to investigate and salvage the starship Event Horizon which disappeared mysteriously 7 years before on its maiden voyage. However, it soon becomes evident that something sinister resides in its corridors, and that the horrors that befell the Event Horizon's previous journey are still present.",Event Horizon,1997-08-15,32.478,6.5,2451
6070,961484,"After Will Spann's wife suddenly vanishes at a gas station, his desperate search to find her leads him down a dark path that forces him to run from authorities and take the law into his own hands.",Last Seen Alive,2022-05-19,66.439,6.5,744
6071,146216,Retired C.I.A. agent Frank Moses reunites his unlikely team of elite operatives for a global quest to track down a missing portable nuclear device.,RED 2,2013-07-18,20.768,6.5,3691
6072,21861,"Lola, a striking teenaged girl who is on the cusp of adulthood, who longs to rush into the adult world of independence, freedom and sexual exploits, but is tenaciously held back by her mother.",LOL (Laughing Out Loud),2009-02-04,5.529,6.5,1217
6073,10782,A DEA agent investigates the disappearance of a legendary Army ranger drill sergeant and several of his cadets during a training exercise gone severely awry.,Basic,2003-04-18,13.588,6.5,918
6074,10567,An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.,Dinosaur,2000-05-19,67.306,6.5,2246
6075,9664,"The adventures of the Lafayette Escadrille, young Americans who volunteered for the French military before the U.S. entered World War I, and became the country's first fighter pilots.",Flyboys,2006-09-22,12.568,6.5,713
6076,339408,"Nat Turner, a former slave in America, leads a liberation movement in 1831 to free African-Americans in Virginia that results in a violent retaliation from whites.",The Birth of a Nation,2016-09-09,13.619,6.5,496
6077,271724,"Benjamin is meant to be a great doctor, he’s certain of it. But his first experience as a junior doctor in the hospital ward where his father works doesn’t turn out the way he hoped it would. Responsibility is overwhelming, his father is all but present, and his co-junior partner, a foreign doctor, is far more experimented than he is. This internship will force Benjamin to confront his limits… and start his way to adulthood.",Hippocrate,2014-09-03,6.209,6.5,429
6078,73358,"Johnny is a long-serving MI5 officer. His boss dies suddenly, leaving behind an inexplicable file which threatens the stability of the organisation.",Page Eight,2011-08-28,9.157,6.5,229
6079,13649,"The East High Wildcats are gearing up for big fun as they land the coolest summer jobs imaginable. Troy, Gabriella, Chad, and Taylor have scored sweet gigs at the Lava Springs Country Club owned by Sharpay and Ryan's family. Sharpay's first rule of business: Get Troy. As Troy experiences a life of privilege he's never known, will he give up the Wildcats and Gabriella to rise to the top?",High School Musical 2,2007-08-17,21.989,6.5,3496
6080,10398,"Framed for the murder of her husband, Libby Parsons survives the long years in prison with two burning desires sustaining her -- finding her son and solving the mystery that destroyed her once-happy life. Standing between her and her quest; however, is her parole officer, Travis Lehman. Libby poses a challenge to the cynical officer, one that forces him to face up to his own failings while pitting him against his superiors and law enforcement colleagues.",Double Jeopardy,1999-09-24,18.287,6.5,1122
6081,865,"By 2017, the global economy has collapsed and U.S. society has become a totalitarian police state, censoring all cultural activity. The government pacifies the populace by broadcasting a number of game shows in which convicted criminals fight for their lives, including the gladiator-style The Running Man, hosted by the ruthless Damon Killian, where “runners” attempt to evade “stalkers” and certain death for a chance to be pardoned and set free.",The Running Man,1987-11-13,33.032,6.5,2029
6082,467482,"The story revolves around Alain, a busy businessman who is always in a rush. In his life, there is no room for spare time or family. But one day, he suffers a stroke, which makes him lose his grasp of language and use one word in place of another.",Un homme pressé,2018-11-07,5.392,6.5,282
6083,397517,"Pop superstar Jordan Jaye (Matthew Espinosa) has a big dream he just wants to live like a regular teenager.  When he's chased down by some excited female fans, he finds a perfect hideout and a reluctant new friend from a small town, high-school art student, Emily Lowe (Sarah Jeffery, Descendants).  Despite being from different worlds, they soon discover they have way more in common than they ever imagined.  Over the course of several days, the two embark on an unexpected journey of friendship, first love and self-discovery -- proving that maybe opposites really do attract.",Be Somebody,2016-06-10,8.699,6.5,249
6084,227700,"A man with the ability to enter peoples' memories takes on the case of a brilliant, troubled sixteen-year-old girl to determine whether she is a sociopath or a victim of trauma.",Anna,2013-10-13,13.269,6.5,549
6085,112336,"Following his great success with ""North by Northwest,"" director Alfred Hitchcock makes a daring choice for his next project: an adaptation of Robert Bloch's novel ""Psycho."" When the studio refuses to back the picture, Hitchcock decides to pay for it himself in exchange for a percentage of the profits. His wife, Alma Reville, has serious reservations about the film but supports him nonetheless. Still, the production strains the couple's marriage.",Hitchcock,2012-11-22,11.125,6.5,1372
6086,10126,"A confident young cop is shown the ropes by a veteran partner in the dangerous gang-controlled barrios of Los Angeles, where the gang culture is enforced by the colors the members wear.",Colors,1988-04-15,16.633,6.5,380
6087,773655,"2020: A year so [insert adjective of choice here], even the creators of Black Mirror couldn't make it up… but that doesn't mean they don't have a little something to add. This comedy event that tells the story of the dreadful year that was — and perhaps still is? The documentary-style special weaves together some of the world's most (fictitious) renowned voices with real-life archival footage.",Death to 2020,2020-12-27,9.577,6.5,639
6088,417859,"Long before he even met Shrek, the notorious fighter, lover and outlaw Puss in Boots becomes a hero when he sets off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town. This is the true story of The Cat, The Myth, The Legend... The Boots.",Puss in Boots,2011-10-27,68.467,6.5,3443
6089,1493,"When the local FBI office receives a letter from a terrorist known only as 'The Citizen', it's quickly determined that he's planning his next act at the Miss America beauty pageant. Because tough-as-nails Gracie Hart is the only female Agent at the office, she's chosen to go undercover as the contestant from New Jersey.",Miss Congeniality,2000-12-22,25.812,6.5,3504
6090,324744,"Gaetano and Delia, a separated couple, try to pick up the pieces of their broken love, recalling all the faults and the mistakes which led them to where they are now.",Nessuno si salva da solo,2015-03-05,4.46,6.5,213
6091,13665,Arthur is a 30-year-old child who will inherit $750 million if he complies with his family's demands and marries the woman of their choosing.,Arthur,1981-07-17,11.969,6.5,369
6092,13573,"A withdrawn young man, Leland Fitzgerald is imprisoned for the murder of a mentally disabled boy, who also happened to be the brother of his girlfriend, Becky. As the community struggles to deal with the killing, Pearl Madison, a teacher at the prison, decides to write about Leland's case. Meanwhile, others affected by the murder, including Becky and her sister, Julie, must contend with their own problems.",The United States of Leland,2003-01-18,8.948,6.5,275
6093,11247,"Routinely exploited by her wicked stepmother, the downtrodden Samantha Montgomery is excited about the prospect of meeting her Internet beau at the school's Halloween dance.",A Cinderella Story,2004-07-10,28.991,6.5,2963
